id,input_path,state_type,state_name,log_path,memory_gi,deployment_name,work_pool_name,area
d15597ab-9f6f-4f2c-9308-15076358680b,/nas/COG/planet/Y2024/M05/D14/planet_20240514_060111_ssc10_u0001/20240514_060111_ssc10_u0001_pansharpened_clip_cog.tif,COMPLETED,Completed,,,EO-Detection-Train,modint-prefect-workpool-2,92702547.0
224d2af0-7217-4d87-bc70-a4d4732a6076,/nas/COG/planet/Y2024/M09/D24/planet_20240924_060428_ssc9_u0001/20240924_060428_ssc9_u0001_pansharpened_clip_cog.tif,COMPLETED,Completed,,,EO-Detection-Train,modint-prefect-workpool-2,92702547.0
1a761244-3ae4-4764-888f-82f6219cd7cc,/nas/COG/planet/Y2024/M10/D16/planet_20241016_005105_ssc13_u0001/20241016_005105_ssc13_u0001_pansharpened_clip_cog.tif,COMPLETED,Completed,,,EO-Detection-Train,modint-prefect-workpool-2,92702547.0
00341b3a-a664-4231-8a26-ad3d8f0a7414,/nas/COG/planet/Y2024/M12/D03/planet_20241203_060223_ssc9_u0001/20241203_060223_ssc9_u0001_pansharpened_clip_cog.tif,COMPLETED,Completed,,,EO-Detection-Train,modint-prefect-workpool-2,92702547.0
f3460196-c585-4e34-8b1a-84a8fc861fe7,/nas/COG/planet/Y2024/M09/D24/planet_20240924_060428_ssc9_u0001/20240924_060428_ssc9_u0001_pansharpened_clip_cog.tif,COMPLETED,Completed,,,EO-Detection-Ship,modint-prefect-workpool-2,92702547.0
62976fa9-8a3d-404d-882c-f215e75547fa,/nas/Dataset/s3/sia_aws_s3/sia-paxsapiens/raw/G-NKI01A/Planet/Yongbyon/20251121_DPRK_NFC_Yongbyon_arс_skysatscene_pansharpened_udm2/composite.tif,COMPLETED,Completed,,,EO-Detection-Ship,modint-prefect-workpool-2,145745920.0
4aae7cd5-e07e-4718-ac76-ea3478104d74,/nas/Dataset/s3/sia_aws_s3/sia-paxsapiens/raw/G-NKI01A/Planet/Yongbyon/20240426_DPRK_NFC_Yongbyon_arc_skysatscene_pansharpened_udm2/composite.tif,COMPLETED,Completed,,,EO-Detection-Ship,modint-prefect-workpool-2,165264300.0
c27e5285-c2e0-418d-8731-63452d6e39b9,,COMPLETED,Completed,,,,,
84e664e1-c80d-45b3-b27c-74f4d3e716ac,/nas/Dataset/s3/sia_aws_s3/sia-paxsapiens/raw/G-NKI01A/Planet/Yongbyon/20240619_DPRK_NFC_Yongbyon_arc_skysatscene_pansharpened_udm2/composite.tif,COMPLETED,Completed,,,EO-Detection-Ship,modint-prefect-workpool-2,158413290.0
b16c828f-52e9-4c26-a59f-1a876befbb88,,COMPLETED,Completed,,,,,
a1f2c685-aa0c-40cf-ab6e-0753eb12035b,/nas/Dataset/s3/sia_aws_s3/sia-paxsapiens/raw/G-NKI01A/Planet/Yongbyon/20240105_DPRK_NFC_Yongbyon_arc_skysatscene_pansharpened_udm2/composite.tif,COMPLETED,Completed,,,EO-Detection-Ship,modint-prefect-workpool-2,153145092.0
6ab6fcb8-d9e2-4c81-bb2f-4ea72f6762d8,/nas/Projects/C-BIZ01A/PacGeo/RDNO/RDNO2_25Aug2025_30cm_RGBN.tif,COMPLETED,Completed,,256.0,SuperX-1Ch,modint-prefect-workpool-2,3203576365.0
ac722e02-ea59-409a-972c-25d6e89a6d0b,,RUNNING,Running,,,,,
c8752349-e297-440f-9b33-42b7fa376ff7,/nas/COG/spaceeye_t/Y2025/M11/D23/spaceeye_t_ST1_202511230146025/ST1_20251123_014602_PS_SEN_LWO_202511_09452_001_5.tif,RUNNING,Running,,256.0,SuperX-1Ch,modint-prefect-workpool-2,2130805950.0
